"mfl_id","player_name","gsis_id","team","pfr_id"
15811,"Drake Jackson",NA,"SFO","JackDr01"
15812,"Logan Hall",NA,"TBB","HallLo00"
15813,"Kingsley Enagbare","00-0037083","GBP","EnagKi00"
15814,"Cameron Thomas",NA,"ARI","ThomCa03"
15815,"Travon Walker",NA,"JAC","WalkTr03"
15816,"Perrion Winfrey",NA,"FA","WinfPe00"
15817,"Jordan Davis",NA,"PHI","DaviJo03"
15818,"DeMarvin Leal",NA,"PIT","LealDe00"
15819,"Devonte Wyatt",NA,"GBP","WyatDe00"
15820,"Phidarian Mathis",NA,"WAS","MathPh00"
15821,"Nakobe Dean","00-0037615","PHI","DeanNa00"
15822,"Devin Lloyd","00-0037244","JAC","LloyDe00"
15823,"Christian Harris","00-0037823","HOU","HarrCh06"
15824,"Channing Tindall","00-0037813","MIA","TindCh00"
15825,"Darrian Beavers","00-0037285","NYG","BeavDa00"
15826,"Damone Clark","00-0037281","DAL","ClarDa02"
15827,"JoJo Domann","00-0037393","IND","DomaJo00"
15828,"Brandon Smith","00-0038113","CAR","SmitBr08"
15829,"Brian Asamoah","00-0037822","MIN","AsamBr00"
15830,"Chad Muma","00-0037811","JAC","MumaCh00"
15831,"Leo Chenal","00-0037819","KCC","ChenLe00"
15832,"Derek Stingley",NA,"HOU","StinDe00"
15833,"Ahmad Gardner",NA,"NYJ","GardSa00"
15834,"Kyle Hamilton",NA,"BAL","HamiKy00"
15835,"Jaquan Brisker",NA,"CHI","BrisJa01"
15836,"Daxton Hill",NA,"CIN","HillDa04"
15837,"Lewis Cine",NA,"MIN","CineLe00"
15838,"Verone McKinley",NA,"MIA","McKiVe00"
15839,"Nick Cross",NA,"IND","CrosNi00"
15840,"Jelani Woods","00-0037755","IND","WoodJe01"
15841,"Samori Toure","00-0037098","GBP","TourSa00"
15844,"Devon Allen","00-0037039","PHI","AlleDe02"
15845,"Trent McDuffie",NA,"KCC","McDuTr00"
15846,"Quay Walker","00-0037074","GBP","WalkQu00"
15847,"Kaiir Elam",NA,"BUF","ElamKa00"
15849,"Roger McCreary",NA,"TEN","McCrRo01"
15850,"Jalen Pitre",NA,"HOU","PitrJa00"
15851,"Arnold Ebiketie","00-0038116","ATL","EbikAr00"
15852,"Kyler Gordon",NA,"CHI","GordKy00"
15853,"Boye Mafe",NA,"SEA","MafeBo00"
15854,"Andrew Booth",NA,"MIN","BootAn00"
15855,"Josh Paschal",NA,"DET","PascJo00"
15856,"Alontae Taylor",NA,"NOS","TaylAl01"
15857,"Sam Williams",NA,"DAL","WillSa00"
15858,"Troy Andersen","00-0037810","ATL","AndeTr00"
15859,"Cam Taylor-Britt",NA,"CIN","TaylCa01"
15860,"Bryan Cook",NA,"KCC","CookBr02"
15861,"Nik Bonitto","00-0037249","DEN","BoniNi00"
15862,"Martin Emerson",NA,"CLE","EmerMa00"
15863,"Travis Jones",NA,"BAL","JoneTr00"
15864,"Alex Wright",NA,"CLE","WrigAl01"
15865,"JT Woods",NA,"LAC","WoodJT00"
15866,"Cordale Flott",NA,"NYG","FlotCo00"
15867,"DeAngelo Malone","00-0037808","ATL","MaloDe00"
15868,"Marcus Jones",NA,"NEP","JoneMa06"
15869,"Terrel Bernard","00-0037254","BUF","BernTe00"
15870,"Zachary Carter",NA,"CIN","CartZa00"
15871,"Kerby Joseph",NA,"DET","JoseKe03"
15872,"Coby Bryant",NA,"SEA","BryaCo01"
15873,"Daniel Bellinger","00-0038115","NYG","BellDa00"
15874,"Percy Butler",NA,"WAS","ButlPe00"
15875,"Dane Belton",NA,"NYG","BeltDa00"
15876,"Damarri Mathis",NA,"DEN","MathDa00"
15877,"Eyioma Uwazurike",NA,"DEN","UwazEy00"
15878,"Micheal Clemons",NA,"NYJ","ClemMi03"
15879,"Jalyn Armour-Davis",NA,"BAL","ArmoJa00"
15880,"Akayleb Evans",NA,"MIN","EvanAk00"
15881,"Jack Jones",NA,"NEP","JoneJa10"
15883,"Neil Farrell",NA,"LVR","FarrNe00"
15885,"Joshua Williams",NA,"KCC","WillJo03"
15886,"Damarion Williams",NA,"BAL","WillDa15"
15888,"Decobie Durant",NA,"LAR","DuraDe01"
15889,"Chigoziem Okonkwo","00-0037809","TEN","OkonCh00"
15890,"Micah McFadden","00-0037259","NYG","McFaMi01"
15891,"DJ Davidson",NA,"NYG","DaviDJ00"
15892,"Thomas Booker",NA,"HOU","BookTh00"
15893,"Delarrin Turner-Yell",NA,"DEN","TurnDe02"
15894,"Tariq Woolen",NA,"SEA","WoolTa00"
15895,"Zyon McCollum",NA,"TBB","McCoZy02"
15896,"Tyreke Smith",NA,"SEA","SmitTy03"
15897,"Eric Johnson",NA,"IND","JohnEr01"
15898,"Otito Ogbonnia",NA,"LAC","OgboOt00"
15899,"DMarco Jackson","00-0037271","NOS","JackDM00"
15900,"Montrell Washington","00-0037272","DEN","WashMo00"
15901,"Kyle Philips","00-0037273","TEN","PhilKy01"
15902,"Esezi Otomewo",NA,"MIN","OtomEs00"
15903,"Tycen Anderson",NA,"CIN","AndeTy00"
15904,"DaRon Bland",NA,"DAL","BlanDa00"
15905,"Teagan Quitoriano","00-0037277","HOU","QuitTe00"
15906,"Samuel Womack",NA,"SFO","WomaSa00"
15907,"Dominique Robinson",NA,"CHI","RobiDo00"
15908,"Matthew Butler",NA,"LVR","ButlMa02"
15909,"James Mitchell","00-0037282","DET","MitcJa00"
15910,"John Ridgeway",NA,"WAS","RidgJo00"
15912,"Kyron Johnson","00-0037084","PHI","JohnKy02"
15913,"Christian Benford",NA,"BUF","BenfCh00"
15914,"Malcolm Rodriguez","00-0037289","DET","RodrMa00"
15915,"Amare Barno",NA,"CAR","BarnAm00"
15916,"Andrew Ogletree","00-0037292","IND","OgleAn00"
15917,"Devin Harper","00-0037293","DAL","HarpDe00"
15920,"Sam Roberts",NA,"NEP","RobeSa00"
15921,"Theo Jackson",NA,"MIN","JackTh00"
15922,"Matt Henningsen",NA,"DEN","HennMa01"
15923,"Quentin Lake",NA,"LAR","LakeQu00"
15924,"Derion Kendrick",NA,"LAR","KendDe00"
15925,"John FitzPatrick","00-0037306","ATL","FitzJo00"
15926,"JaSir Taylor",NA,"LAC","TaylJa04"
15928,"James Houston","00-0037310","DET","HousJa01"
15929,"Ko Kieft","00-0037311","TBB","KiefKo00"
15930,"Chance Campbell","00-0037312","TEN","CampCh02"
15931,"Kalia Davis",NA,"SFO","DaviKa01"
15932,"Tariq Castro-Fields",NA,"WAS","CastTa00"
15933,"Montaric Brown",NA,"JAC","BrowMo00"
15934,"Isaiah Thomas",NA,"CLE","ThomIs01"
15936,"Mark Robinson","00-0037316","PIT","RobiMa03"
15937,"Nick Muse","00-0037317","MIN","MuseNi00"
15938,"Tariq Carpenter",NA,"GBP","CarpTa00"
15939,"Baylon Spector","00-0037318","BUF","SpecBa00"
15940,"Faion Hicks",NA,"DEN","HickFa00"
15941,"Dareke Young","00-0037093","SEA","YounDa02"
15942,"Jonathan Ford",NA,"GBP","FordJo00"
15943,"Daniel Hardy","00-0037843","LAR","HardDa01"
15944,"Deane Leonard",NA,"LAC","LeonDe00"
15945,"Chase Lucas",NA,"DET","LucaCh01"
15946,"Rodney Thomas",NA,"IND","ThomRo07"
15947,"Christian Holmes",NA,"WAS","HolmCh00"
15949,"Kalon Barnes",NA,"MIN","BarnKa00"
15950,"Jaylen Watson",NA,"KCC","WatsJa02"
15951,"Christian Matthew",NA,"ARI","MattCh01"
15953,"Brittain Brown","00-0037329","LVR","BrowBr06"
15954,"Jeffrey Gunter",NA,"CIN","GuntJe00"
15955,"Russ Yeast",NA,"LAR","YeasRu00"
15956,"Elijah Hicks",NA,"CHI","HickEl00"
15958,"Jesse Luketa","00-0037330","ARI","LukeJe00"
15959,"Nazeeh Johnson",NA,"KCC","JohnNa01"
15960,"Zander Horvath","00-0037331","LAC","HorvZa00"
15965,"Julius Chestnut","00-0037594","TEN","ChesJu00"
15968,"Gerrit Prince","00-0037233","JAC","PrinGe00"
15970,"Lucas Krull","00-0037539","NOS","KrulLu00"
15971,"Jerreth Sterns","00-0037486","FA","SterJe00"
15972,"Jordan Mason","00-0037525","SFO","MasoJo00"
15973,"Raheem Blackshear","00-0037429","CAR","BlacRa00"
15975,"Jack Sanborn","00-0037109","CHI","SanbJa00"
15977,"Deven Thompkins","00-0037487","TBB","ThomDe07"
15981,"KaVontae Turpin","00-0037801","DAL","TurpKa00"
15982,"Darien Butler","00-0037503","LVR","ButlDa00"
15983,"Dennis Houston","00-0037570","DAL","HousDe01"
15985,"Markquese Bell",NA,"DAL","BellMa01"
15987,"Brandon Johnson","00-0037382","DEN","JohnBr23"
15988,"Shemar Bridges","00-0037174","BAL","BridSh00"
15989,"Josh Jobe",NA,"PHI","JobeJo00"
15990,"Armani Rogers","00-0037168","WAS","RogeAr00"
15991,"Tanner Conner",NA,"MIA","ConnTa00"
15993,"Lance McCutcheon","00-0037055","LAR","McCuLa01"
15994,"Sterling Weatherford","00-0037406","FA","WeatSt01"
15995,"DJ Turner","00-0036527","LVR","TurnDJ00"
15996,"Jalen Virgil","00-0037387","DEN","VirgJa00"
16000,"Peyton Hendershot","00-0037569","DAL","HendPe01"
16001,"Jared Bernhardt","00-0037580","FA","BernJa00"
16003,"Luiji Vilain","00-0037499","MIN","VilaLu00"
16004,"Luke Masterson","00-0037517","LVR","MastLu00"
16005,"Tim Jones","00-0036497","JAC","JoneTi00"
16006,"Olakunle Fatukasi","00-0037481","NEP","FatuOl00"
16007,"Kurt Hinish",NA,"HOU","HiniKu00"
16008,"Josh Ross","00-0037184","BAL","RossJo01"
16009,"Jack Gibbens","00-0037596","TEN","GibbJa00"
16012,"Dee Alford",NA,"ATL","AlfoDe00"
16013,"Nate Landman","00-0037587","ATL","LandNa00"
16014,"Tony Adams",NA,"NYJ","AdamTo03"
16015,"Kendric Pryor","00-0037422","JAC","PryoKe00"
16016,"Kader Kohou",NA,"MIA","KohoKa00"
16017,"Jake Hummel","00-0037633","LAR","HummJa00"
16018,"Reed Blankenship",NA,"PHI","BlanRe00"
16019,"Jake Hansen","00-0037457","HOU","HansJa01"
16021,"DaMarcus Mitchell",NA,"NEP","MitcDa00"
16022,"Anthony Brown","00-0037175","BAL","BrowAn06"
16023,"DAnthony Bell",NA,"CLE","BellDA03"
16024,"Timmy Horne",NA,"ATL","HornTi00"
16025,"Troy Hairston","00-0037456","HOU","HairTr00"
16026,"Jaylon Jones",NA,"CHI","JoneJa12"
16029,"Tre Avery",NA,"TEN","AverTr01"
16030,"Tomon Fox","00-0037447","NYG","FoxxTo00"
16036,"Jake Tonges","00-0037112","CHI","TongJa00"
16037,"Andre Baccellia","00-0035876","ARI","BaccAn00"
16045,"Brenden Schooler",NA,"NEP","SchoBr00"
16046,"Marquan McCall",NA,"CAR","McCaMa03"
16049,"Donovan Jeter",NA,"NYG","JeteDo00"
16050,"Raleigh Webb","00-0037185","NEP","WebbRa02"
16052,"Sam Webb",NA,"LVR","WebbSa00"
16054,"Josh Blackwell",NA,"CHI","BlacJo00"
16055,"Kingsley Jonathan",NA,"BUF","JonaKi00"
16058,"Malik Herring","00-0036682","KCC","HerrMa02"
16063,"Marcelino McCrary-Ball",NA,"SFO","McCrMa01"
16064,"Dallis Flowers",NA,"IND","FlowDa00"
16066,"Maurice Alexander","00-0037708","DET","AlexMa02"
16072,"Jack Cochrane","00-0037208","KCC","CochJa00"
16075,"Joey Blount",NA,"SEA","BlouJo00"
16077,"Sam Okuayinonu",NA,"TEN","OkuaSa00"
16080,"Rashid Shaheed","00-0037545","NOS","ShahRa00"
16087,"Ryder Anderson",NA,"NYG","AndeRy01"
16088,"DeShaan Dixon",NA,"JAC","DixoDe01"
16091,"Ben Stille",NA,"ARI","StilBe00"
16093,"Dre Miller",NA,"GBP","MillDr00"
16096,"Stanley Berryhill","00-0037581","FA","BerrSt00"
16097,"Kyric McGowan","00-0037172","WAS","McGoKy00"
16099,"Chandler Wooten","00-0037560","CAR","WootCh00"
16102,"Isaiah Pola-Mao",NA,"LVR","PolaIs00"
16113,"Stone Smartt","00-0037475","LAC","SmarSt00"
16114,"Vi Jones","00-0037153","SEA","JoneVi00"
16116,"Zyon Gilbert",NA,"NYG","GilbZy00"
16120,"Austin Trammell","00-0036841","LAR","TramAu00"
16121,"Keir Thomas","00-0037057","LAR","ThomKe04"
16122,"Nolan Turner",NA,"TBB","TurnNo00"
16125,"Daylen Baldwin","00-0038147","FA","BaldDa01"
16131,"Christopher Hinton",NA,"LAC","HintCh01"
16132,"Raheem Layne",NA,"LAC","LaynRa00"
16141,"Josh Ali",NA,"ATL","AlixJo00"
16148,"Bryce Young",NA,"CAR","YounBr01"
16149,"Will Levis",NA,"TEN","LeviWi00"
16150,"CJ Stroud",NA,"HOU","StroCJ00"
16151,"Hendon Hooker",NA,"DET","HookHe00"
16152,"Anthony Richardson",NA,"IND","RichAn03"
16153,"Stetson Bennett",NA,"LAR","BennSt00"
16154,"Jaren Hall",NA,"MIN","HallJa00"
16155,"Max Duggan",NA,"LAC","DuggMa00"
16156,"Jake Haener",NA,"NOS","HaenJa00"
16157,"Malik Cunningham",NA,"NEP","CunnMa00"
16158,"Dorian Thompson-Robinson",NA,"CLE","ThomDo02"
16159,"Aidan OConnell",NA,"LVR","OConAi00"
16160,"Clayton Tune",NA,"ARI","TuneCl00"
16161,"Bijan Robinson",NA,"ATL","RobiBi01"
16162,"Jahmyr Gibbs",NA,"DET","GibbJa01"
16163,"Zach Evans",NA,"LAR","EvanZa00"
16164,"Tank Bigsby",NA,"JAC","BigsTa00"
16165,"Tyjae Spears",NA,"TEN","SpeaTy00"
16166,"Sean Tucker",NA,"TBB","TuckSe00"
16167,"Devon Achane",NA,"MIA","AchaDe00"
16168,"Israel Abanikanda",NA,"NYJ","AbanIs00"
16169,"Zach Charbonnet",NA,"SEA","CharZa00"
16170,"Kenny McIntosh",NA,"SEA","McInKe00"
16171,"Kendre Miller",NA,"NOS","MillKe01"
16172,"Mohamed Ibrahim",NA,"DET","IbraMo00"
16173,"Eric Gray",NA,"NYG","GrayEr01"
16174,"Chris Rodriguez",NA,"WAS","RodrCh00"
16175,"Roschon Johnson",NA,"CHI","JohnRo07"
16176,"Deuce Vaughn",NA,"DAL","VaugDe00"
16177,"Travis Dye",NA,"NYJ","DyexTr01"
16178,"Keaton Mitchell",NA,"BAL","MitcKe01"
16179,"DeWayne McBride",NA,"MIN","McBrDe00"
16180,"Evan Hull",NA,"IND","HullEv00"
16181,"Chase Brown",NA,"CIN","BrowCh10"
16182,"Camerun Peoples",NA,"CAR","PeopCa00"
16183,"Jalin Hyatt",NA,"NYG","HyatJa00"
16184,"Jayden Reed",NA,"GBP","ReedJa03"
16185,"Jaxon Smith-Njigba",NA,"SEA","SmitJa06"
16186,"Jordan Addison",NA,"MIN","AddiJo00"
16187,"Josh Downs",NA,"IND","DownJo00"
16188,"Quentin Johnston",NA,"LAC","JohnQu02"
16189,"Marvin Mims",NA,"DEN","MimsMa00"
16190,"Zay Flowers",NA,"BAL","FlowZa00"
16191,"Cedric Tillman",NA,"CLE","TillCe01"
16192,"Parker Washington",NA,"JAC","WashPa01"
16193,"Kayshon Boutte",NA,"NEP","BoutKa00"
16194,"Rashee Rice",NA,"KCC","RiceRa01"
16195,"Dontayvion Wicks",NA,"GBP","WickDo00"
16196,"AT Perry",NA,"NOS","PerrAT00"
16197,"Jonathan Mingo",NA,"CAR","MingJo00"
16198,"Rakim Jarrett",NA,"TBB","JarrRa00"
16199,"Trey Palmer",NA,"TBB","PalmTr00"
16200,"Dontay Demus",NA,"BAL","DemuDo00"
16201,"Xavier Hutchinson",NA,"HOU","HutcXa00"
16202,"Ronnie Bell",NA,"SFO","BellRo01"
16203,"Charlie Jones",NA,"CIN","JoneCh11"
16204,"Nathaniel Dell",NA,"HOU","DellNa00"
16205,"Tyler Scott",NA,"CHI","ScotTy00"
16206,"Michael Wilson",NA,"ARI","WilsMi02"
16207,"Andrei Iosivas",NA,"CIN","IosiAn00"
16208,"CJ Johnson",NA,"FA",NA
16209,"Jadon Haselwood",NA,"FA","HaseJa00"
16210,"Justin Shorter",NA,"BUF","ShorJu00"
16211,"Puka Nacua",NA,"LAR","NacuPu00"
16212,"Michael Mayer",NA,"LVR","MayeMi00"
16213,"Dalton Kincaid",NA,"BUF","KincDa00"
16214,"Sam LaPorta",NA,"DET","LaPoSa01"
16215,"Luke Musgrave",NA,"GBP","MusgLu00"
16216,"Darnell Washington",NA,"PIT","WashDa03"
16217,"Cameron Latu",NA,"SFO","LatuCa01"
16218,"Payne Durham",NA,"TBB","DurhPa00"
16219,"Davis Allen",NA,"LAR","AlleDa02"
16220,"Will Mallory",NA,"IND","MallWi00"
16221,"Luke Schoonmaker",NA,"DAL","SchoLu00"
16222,"Tucker Kraft",NA,"GBP","KrafTu00"
16223,"Will Anderson",NA,"HOU","AndeWi01"
16224,"Myles Murphy",NA,"CIN","MurpMy00"
16225,"BJ Ojulari",NA,"ARI","OjulBJ00"
16226,"Tyree Wilson",NA,"LVR","WilsTy01"
16227,"Zach Harrison",NA,"ATL","HarrZa00"
16228,"Nolan Smith",NA,"PHI","SmitNo02"
16229,"Andre Carter",NA,"MIN","CartAn01"
16230,"Lukas Van Ness",NA,"GBP","VanNLu00"
16231,"Drew Sanders",NA,"DEN","SandDr00"
16232,"Mike Morris",NA,"SEA","MorrMi00"
16233,"Jalen Carter",NA,"PHI","CartJa05"
16234,"Trenton Simpson",NA,"BAL","SimpTr00"
16235,"Derick Hall",NA,"SEA","HallDe04"
16236,"Henry TooToo",NA,"HOU","TooTHe00"
16237,"Owen Pappoe",NA,"ARI","PappOw00"
16238,"Noah Sewell",NA,"CHI","SeweNo00"
16239,"Jack Campbell",NA,"DET","CampJa04"
16240,"Joey Porter",NA,"PIT","PortJo02"
16241,"Devon Witherspoon",NA,"SEA","WithDe00"
16242,"Kelee Ringo",NA,"PHI","RingKe00"
16243,"Cam Smith",NA,"MIA","SmitCa02"
16244,"Brian Branch",NA,"DET","BranBr00"
16245,"Jordan Battle",NA,"CIN","BattJo00"
16246,"Antonio Johnson",NA,"JAC","JohnAn07"
16247,"JL Skinner",NA,"DEN","SkinJL00"
16249,"Zack Kuntz",NA,"NYJ","KuntZa00"
16250,"Joseph Ngata",NA,"PHI","NgatJo01"
16251,"Christian Gonzalez",NA,"NEP","GonzCh00"
16252,"Will McDonald",NA,"NYJ","McDoWi00"
16253,"Emmanuel Forbes",NA,"WAS","ForbEm00"
16254,"Calijah Kancey",NA,"TBB","KancCa00"
16255,"Deonte Banks",NA,"NYG","BankDe00"
16256,"Bryan Bresee",NA,"NOS","BresBr00"
16257,"Felix Anudike-Uzomah",NA,"KCC","AnudFe00"
16258,"Mazi Smith",NA,"DAL","SmitMa06"
16259,"Brodric Martin",NA,"DET","MartBr00"
16260,"Isaiah Foskey",NA,"NOS","FoskIs00"
16261,"Julius Brents",NA,"IND","BrenJu00"
16262,"Keion White",NA,"NEP","WhitKe03"
16263,"Jartavius Martin",NA,"WAS","MartJa04"
16264,"Keeanu Benton",NA,"PIT","BentKe00"
16265,"Gervon Dexter",NA,"CHI","DextGe00"
16266,"Tuli Tuipulotu",NA,"LAC","TuipTu00"
16267,"Tyrique Stevenson",NA,"CHI","StevTy01"
16268,"DJ Turner",NA,"CIN","TurnDJ01"
16269,"Brenton Strange",NA,"JAC","StraBr00"
16270,"Zacch Pickens",NA,"CHI","PickZa00"
16271,"Sydney Brown",NA,"PHI","BrowSy00"
16273,"Byron Young",NA,"LVR","YounBy00"
16274,"Garrett Williams",NA,"ARI","WillGa00"
16275,"Marte Mapu",NA,"NEP","MapuMa00"
16276,"Byron Young",NA,"LAR","YounBy01"
16277,"DJ Johnson",NA,"CAR","JohnDJ00"
16278,"YaYa Diaby",NA,"TBB","DiabYa00"
16279,"Riley Moss",NA,"DEN","MossRi00"
16280,"Daiyan Henley",NA,"LAC","HenlDa00"
16281,"JiAyir Brown",NA,"SFO","BrowJi01"
16282,"Kobie Turner",NA,"LAR","TurnKo00"
16283,"DeMarvion Overshown",NA,"DAL","OverDe00"
16284,"Dorian Williams",NA,"BUF","WillDo04"
16285,"Siaki Ika",NA,"CLE","IkaxSi00"
16287,"Tre Tucker",NA,"LVR","TuckTr00"
16288,"Mekhi Blackmon",NA,"MIN","BlacMe00"
16289,"Jakorian Bennett",NA,"LVR","BennJa00"
16290,"Dylan Horton",NA,"HOU","HortDy00"
16291,"Adetomiwa Adebawore",NA,"IND","AdebAd00"
16293,"Clark Phillips",NA,"ATL","PhilCl00"
16294,"Colby Wooden",NA,"GBP","WoodCo01"
16295,"Chamarri Conner",NA,"KCC","ConnCh01"
16296,"Ventrell Miller",NA,"JAC","MillVe00"
16297,"Cameron Young",NA,"SEA","YounCa00"
16298,"Tavius Robinson",NA,"BAL","RobiTa00"
16299,"Derius Davis",NA,"LAC","DaviDe02"
16300,"Isaiah McGuire",NA,"CLE","McGuIs00"
16301,"Viliami Fehoko",NA,"DAL","FehoVi00"
16302,"Tyler Lacy",NA,"JAC","LacyTy00"
16303,"Nick Herbig",NA,"PIT","HerbNi00"
16304,"Jay Ward",NA,"MIN","WardJa00"
16305,"Yasir Abdullah",NA,"JAC","AbduYa00"
16306,"KJ Henry",NA,"WAS","HenrKJ00"
16307,"Darius Rush",NA,"IND","RushDa00"
16308,"Jaquelin Roy",NA,"MIN","RoyxJa00"
16309,"Cameron Mitchell",NA,"CLE","MitcCa01"
16310,"Jammie Robinson",NA,"CAR","RobiJa03"
16311,"Jordan Howden",NA,"NOS","HowdJo00"
16312,"Josh Whyle",NA,"TEN","WhylJo01"
16313,"Sean Clifford",NA,"GBP","ClifSe00"
16314,"SirVocea Dennis",NA,"TBB","DennSi00"
16315,"Darrell Luter",NA,"SFO","LuteDa00"
16316,"Kyu Blu Kelly",NA,"BAL","BluxKy00"
16317,"Daniel Scott",NA,"IND","ScotDa03"
16318,"Nick Hampton",NA,"LAR","HampNi00"
16319,"Terell Smith",NA,"CHI","SmitTe05"
16320,"BJ Thompson",NA,"KCC","ThomBJ00"
16321,"Christopher Smith",NA,"LVR","SmitCh04"
16322,"Robert Beal",NA,"SFO","BealRo00"
16323,"Eric Scott",NA,"DAL","ScotEr00"
16324,"Karl Brooks",NA,"GBP","BrooKa00"
16325,"KeiTrel Clark",NA,"ARI","ClarKe02"
16326,"Josh Hayes",NA,"TBB","HayeJo01"
16327,"TreVius Hodges-Tomlinson",NA,"LAR","HodgTr00"
16328,"Zaire Barnes",NA,"NYJ","BarnZa00"
16329,"Ochaun Mathis",NA,"LAR","MathOc00"
16331,"Keondre Coburn",NA,"KCC","CobuKe00"
16332,"Jose Ramirez",NA,"TBB","RamiJo00"
16333,"Elijah Higgins",NA,"MIA","HiggEl00"
16334,"Jerrick Reed",NA,"SEA","ReedJe00"
16335,"Scott Matlock",NA,"LAC","MatlSc00"
16336,"Christian Braswell",NA,"JAC","BrasCh00"
16337,"Amari Burney",NA,"LVR","BurnAm00"
16338,"Jarrick Bernard-Converse",NA,"NYJ","BernJa01"
16340,"Erick Hallett",NA,"JAC","HallEr00"
16341,"Tre Hawkins",NA,"NYG","HawkTr00"
16342,"Demario Douglas",NA,"NEP","DougDe00"
16343,"Titus Leo",NA,"IND","LeoxTi00"
16344,"Dante Stills",NA,"ARI","StilDa01"
16345,"Ameer Speed",NA,"NEP","SpeeAm00"
16346,"Dee Winters",NA,"SFO","WintDe00"
16348,"Travis Bell",NA,"CHI","BellTr01"
16349,"Antoine Green",NA,"DET","GreeAn00"
16350,"Jaylon Jones",NA,"IND","JoneJa13"
16352,"DeMarcco Hellams",NA,"ATL","HellDe00"
16353,"Raymond Vohasek",NA,"JAC","VohaRa00"
16354,"Colton Dowell",NA,"TEN","DoweCo00"
16355,"Nesta Jade Silvera",NA,"LVR","JadeNe00"
16356,"Carrington Valentine",NA,"GBP","ValeCa00"
16357,"Andre Jones",NA,"WAS","JoneAn02"
16358,"Jason Taylor",NA,"LAR","TaylJa05"
16359,"Lew Nichols",NA,"GBP","NichLe00"
16360,"Derek Parish",NA,"JAC","PariDe00"
16361,"Cory Trice",NA,"PIT","TricCo00"
16362,"Anthony Johnson",NA,"GBP","JohnAn08"
16363,"Jordon Riley",NA,"NYG","RileJo00"
16364,"Jalen Brooks",NA,"DAL","BrooJa03"
16365,"Isaiah Bolden",NA,"NEP","BoldIs00"
16366,"DJ Ivey",NA,"CIN","IveyDJ00"
16367,"Brayden Willis",NA,"SFO","WillBr06"
16368,"Brandon Hill",NA,"HOU","HillBr03"
16369,"Moro Ojomo",NA,"PHI","OjomMo00"
16370,"Nic Jones",NA,"KCC","JoneNi00"
16371,"Alex Austin",NA,"BUF","AustAl00"
16372,"Gervarrius Owens",NA,"NYG","OwenGe00"
16373,"Jalen Graham",NA,"SFO","GrahJa02"
16374,"Grant Dubose",NA,"GBP","DuboGr00"
16375,"Kendall Williamson",NA,"CHI","WillKe07"
16376,"Desjuan Johnson",NA,"LAR","JohnDe08"
16377,"Tiyon Evans",NA,"FA","EvanTi00"
16378,"Tanner Morgan",NA,"PIT","MorgTa00"
16379,"Bryce Ford-Wheaton",NA,"NYG","FordBr00"
16380,"Deneric Prince",NA,"KCC","PrinDe00"
16382,"Isaiah Winstead",NA,"SFO",NA
16383,"Ivan Pace",NA,"MIN","PaceIv00"
16384,"Tyson Bagent",NA,"CHI",NA
16385,"Emari Demercado",NA,"ARI",NA
16386,"Xazavian Valladay",NA,"HOU","VallXa00"
16387,"Chris Brooks",NA,"MIA","BrooCh21"
16388,"Khalan Laborn",NA,"SFO","LaboKh00"
16389,"David Durden",NA,"DAL",NA
16390,"Jaleel McLaughlin",NA,"DEN",NA
16391,"Hunter Luepke",NA,"DAL","LuepHu00"
16392,"Alfonzo Graham",NA,"PIT",NA
16393,"Jake Bobo",NA,"SEA","BoboJa00"
16394,"Keytaon Thompson",NA,"FA","ThomKe06"
16395,"Jalen Moreno-Cropper",NA,"DAL","MoreJa01"
16396,"Hassan Hall",NA,"CLE",NA
16397,"Bumper Pool",NA,"CAR","PoolBu00"
16398,"Malik Flowers",NA,"FA",NA
16399,"Matt Landers",NA,"SEA",NA
16400,"Noah Gindorff",NA,"SEA","GindNo00"
16401,"Jacob Copeland",NA,"MIN","CopeJa00"
16402,"SaRodorick Thompson",NA,"SEA","ThomSa00"
16403,"Mitchell Tinsley",NA,"WAS","TinsMi00"
16404,"Garett Maag",NA,"MIN",NA
16406,"Curtis Hodges",NA,"WAS","HodgCu00"
16408,"Pokey Wilson",NA,"LAC","WilsPo00"
16409,"Elijah Dotson",NA,"LAC","DotsEl00"
16411,"Jerrod Clark",NA,"LAC","ClarJe02"
16412,"Nathan Rourke",NA,"JAC","RourNa00"
16413,"Malik Heath",NA,"GBP","HeatMa00"
16415,"DeAndre Square",NA,"LAR",NA
16416,"Xavier Gipson",NA,"NYJ","GipsXa00"
16417,"Holton Ahlers",NA,"SEA",NA
16418,"Isaiah Land",NA,"DAL","LandIs00"
16420,"Jeremy Banks",NA,"FA","BankJe00"
16422,"Nikko Remigio",NA,"KCC","RemiNi00"
16423,"Jason Brownlee",NA,"NYJ",NA
16424,"Jordan Mims",NA,"BUF","MimsJo00"
16425,"Julian Hill",NA,"MIA",NA
16426,"DAnthony Jones",NA,"CHI","JoneDA08"
16427,"Mac Hippenhammer",NA,"CIN",NA
16428,"Xavier Smith",NA,"LAR","SmitMa02"
16429,"Dylan Drummond",NA,"DET",NA
16430,"Jaray Jenkins",NA,"JAC",NA
16431,"DShawn Jamison",NA,NA,"JamiDS00"
16432,"Emanuel Wilson",NA,NA,NA
